Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901131,10/4/2017 8:27:55 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901126,10/4/2017 8:29:23 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901112,10/4/2017 8:30:52 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901121,10/4/2017 8:32:20 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901114,10/4/2017 8:33:48 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901113,10/4/2017 8:35:16 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901109,10/4/2017 8:36:45 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901114,10/4/2017 8:38:13 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901132,10/4/2017 8:39:41 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901175,10/4/2017 8:41:09 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901159,10/4/2017 8:42:38 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.0901096,10/4/2017 8:44:06 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,1.7074486,10/4/2017 8:45:34 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.0956956,10/4/2017 8:47:03 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.0954979,10/4/2017 8:48:31 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.0953937,10/4/2017 8:49:59 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.0953296,10/4/2017 8:51:27 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.095279,10/4/2017 8:52:56 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,2.9992268,10/4/2017 8:54:24 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894847,10/4/2017 8:55:52 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894756,10/4/2017 8:57:20 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894699,10/4/2017 8:58:49 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.089467,10/4/2017 9:00:17 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894608,10/4/2017 9:01:45 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894515,10/4/2017 9:04:42 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894485,10/4/2017 9:06:11 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894443,10/4/2017 9:07:39 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894411,10/4/2017 9:09:07 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894355,10/4/2017 9:10:36 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894361,10/4/2017 9:12:04 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894349,10/4/2017 9:13:32 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.089433,10/4/2017 9:15:00 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894308,10/4/2017 9:16:29 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894254,10/4/2017 9:17:57 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894205,10/4/2017 9:19:25 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894252,10/4/2017 9:20:54 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894183,10/4/2017 9:23:50 AM
Continuous Monitor:Continuous Monitor:Fluke 8508*0,3.0894123,10/4/2017 9:25:19 AM
